eventId,deviceId,timestamp,latency_norm,packetLoss_norm,signalStrength_norm,overall_quality,hour_of_day,day_of_week,anomalous
69f1d1fb89e1f4ca85016ec3,device-04,2026-04-29T09:40:11.512Z,0.2160,0.0500,0.8000,0.6447,16,3,0
69f1d1fb89e1f4ca85016ec7,device-05,2026-04-29T09:40:11.619Z,0.2560,0.0000,0.9625,0.5938,16,3,0
69f1d1fb89e1f4ca85016ecb,device-06,2026-04-29T09:40:11.725Z,0.4260,0.5500,0.3000,0.5747,16,3,0
69f1d1fb89e1f4ca85016ecf,device-07,2026-04-29T09:40:11.830Z,0.1360,0.0000,0.9125,0.6505,16,3,0
69f1d1fb89e1f4ca85016ed3,device-08,2026-04-29T09:40:11.936Z,0.0640,0.0500,0.9125,0.6578,16,3,0
69f1d1fc89e1f4ca85016ed7,device-09,2026-04-29T09:40:12.042Z,0.8540,0.5000,0.2875,0.4528,16,3,0
69f1d1fc89e1f4ca85016edb,device-10,2026-04-29T09:40:12.149Z,0.1220,0.0000,0.7750,0.7010,16,3,0
69f1d20089e1f4ca85016edf,device-01,2026-04-29T09:40:16.194Z,0.2600,0.0500,0.9500,0.5800,16,3,0
69f1d20089e1f4ca85016ee3,device-02,2026-04-29T09:40:16.300Z,0.6760,0.7500,0.2125,0.4538,16,3,0
69f1d20089e1f4ca85016ee7,device-03,2026-04-29T09:40:16.407Z,0.0400,0.0500,0.8000,0.7033,16,3,0
69f1d20089e1f4ca85016eeb,device-04,2026-04-29T09:40:16.512Z,0.0460,0.0000,0.8625,0.6972,16,3,0
69f1d20089e1f4ca85016eef,device-05,2026-04-29T09:40:16.618Z,0.1600,0.0500,0.8000,0.6633,16,3,0
69f1d20089e1f4ca85016ef3,device-06,2026-04-29T09:40:16.723Z,0.1200,0.1000,0.7750,0.6683,16,3,0
69f1d20089e1f4ca85016ef7,device-07,2026-04-29T09:40:16.828Z,0.0800,0.0000,0.8750,0.6817,16,3,0
69f1d20089e1f4ca85016efb,device-08,2026-04-29T09:40:16.933Z,0.1980,0.0000,0.9875,0.6048,16,3,0
69f1d20189e1f4ca85016eff,device-09,2026-04-29T09:40:17.039Z,0.0800,0.0500,0.9125,0.6525,16,3,0
69f1d20189e1f4ca85016f03,device-10,2026-04-29T09:40:17.145Z,0.1880,0.0500,0.7625,0.6665,16,3,0
69f1d20689e1f4ca85016f07,device-01,2026-04-29T09:40:22.357Z,0.2720,0.0500,0.8875,0.5968,16,3,0
69f1d20689e1f4ca85016f0b,device-02,2026-04-29T09:40:22.464Z,0.0400,0.0500,0.9000,0.6700,16,3,0
69f1d20689e1f4ca85016f0f,device-03,2026-04-29T09:40:22.570Z,0.2520,0.0500,0.7875,0.6368,16,3,0
69f1d20689e1f4ca85016f13,device-04,2026-04-29T09:40:22.676Z,0.1040,0.0000,0.7875,0.7028,16,3,0
69f1d20689e1f4ca85016f17,device-05,2026-04-29T09:40:22.780Z,0.0920,0.0000,0.9625,0.6485,16,3,0
69f1d20689e1f4ca85016f1b,device-06,2026-04-29T09:40:22.886Z,0.0480,0.0000,0.9125,0.6798,16,3,0
69f1d20689e1f4ca85016f1f,device-07,2026-04-29T09:40:22.992Z,0.0880,0.0500,0.7750,0.6957,16,3,0
69f1d20789e1f4ca85016f23,device-08,2026-04-29T09:40:23.097Z,0.0780,0.0000,0.9250,0.6657,16,3,0
69f1d20789e1f4ca85016f27,device-09,2026-04-29T09:40:23.202Z,0.5940,0.6500,0.2375,0.5062,16,3,0
69f1d20789e1f4ca85016f2b,device-10,2026-04-29T09:40:23.308Z,0.3140,0.0500,0.8125,0.6078,16,3,0
69f1d20b89e1f4ca85016f2f,device-01,2026-04-29T09:40:27.360Z,0.2280,0.0000,0.9000,0.6240,16,3,0
69f1d20b89e1f4ca85016f33,device-02,2026-04-29T09:40:27.468Z,0.2560,0.0000,0.7625,0.6605,16,3,0
69f1d20b89e1f4ca85016f37,device-03,2026-04-29T09:40:27.574Z,0.2080,0.0000,0.8375,0.6515,16,3,0
69f1d20b89e1f4ca85016f3b,device-04,2026-04-29T09:40:27.681Z,0.0400,0.1000,0.8875,0.6575,16,3,0
69f1d20b89e1f4ca85016f3f,device-05,2026-04-29T09:40:27.786Z,0.2720,0.0000,0.8250,0.6343,16,3,0
69f1d20b89e1f4ca85016f43,device-06,2026-04-29T09:40:27.891Z,0.2060,0.0500,0.9625,0.5938,16,3,0
69f1d20b89e1f4ca85016f47,device-07,2026-04-29T09:40:27.996Z,0.0760,0.0500,0.8625,0.6705,16,3,0
69f1d20c89e1f4ca85016f4b,device-08,2026-04-29T09:40:28.101Z,0.2580,0.0500,0.8125,0.6265,16,3,0
69f1d20c89e1f4ca85016f4f,device-09,2026-04-29T09:40:28.207Z,0.0400,0.0000,0.8750,0.6950,16,3,0
69f1d20c89e1f4ca85016f53,device-10,2026-04-29T09:40:28.313Z,0.2740,0.0500,0.9000,0.5920,16,3,0
69f1d21089e1f4ca85016f57,device-01,2026-04-29T09:40:32.363Z,0.3240,0.0500,0.7875,0.6128,16,3,0
69f1d21089e1f4ca85016f5b,device-02,2026-04-29T09:40:32.469Z,0.1040,0.0500,0.9625,0.6278,16,3,0
69f1d21089e1f4ca85016f5f,device-03,2026-04-29T09:40:32.573Z,0.3220,0.1000,0.7875,0.5968,16,3,0
69f1d21089e1f4ca85016f63,device-04,2026-04-29T09:40:32.679Z,0.2160,0.0000,0.7500,0.6780,16,3,0
69f1d21089e1f4ca85016f67,device-05,2026-04-29T09:40:32.784Z,0.0980,0.0000,0.9125,0.6632,16,3,0
69f1d21089e1f4ca85016f6b,device-06,2026-04-29T09:40:32.890Z,0.3120,0.0500,0.9875,0.5502,16,3,0
69f1d21089e1f4ca85016f6f,device-07,2026-04-29T09:40:32.995Z,0.0600,0.0000,0.8625,0.6925,16,3,0
69f1d21189e1f4ca85016f73,device-08,2026-04-29T09:40:33.101Z,0.2580,0.0500,0.9750,0.5723,16,3,0
69f1d21189e1f4ca85016f77,device-09,2026-04-29T09:40:33.208Z,0.9360,0.5000,0.1250,0.4797,16,3,0
69f1d21189e1f4ca85016f7b,device-10,2026-04-29T09:40:33.314Z,0.1120,0.0500,0.8875,0.6502,16,3,0
69f1d21589e1f4ca85016f7f,device-01,2026-04-29T09:40:37.366Z,0.4400,0.3500,0.3000,0.6367,16,3,0
69f1d21589e1f4ca85016f83,device-02,2026-04-29T09:40:37.472Z,0.0800,0.0500,0.8500,0.6733,16,3,0
69f1d21589e1f4ca85016f87,device-03,2026-04-29T09:40:37.577Z,0.1740,0.0000,0.9875,0.6128,16,3,0
69f1d21589e1f4ca85016f8b,device-04,2026-04-29T09:40:37.683Z,0.2500,0.0500,0.8875,0.6042,16,3,0
69f1d21589e1f4ca85016f8f,device-05,2026-04-29T09:40:37.789Z,0.2240,0.0000,0.9625,0.6045,16,3,0
69f1d21589e1f4ca85016f93,device-06,2026-04-29T09:40:37.896Z,0.3220,0.0000,0.9750,0.5677,16,3,0
69f1d21689e1f4ca85016f97,device-07,2026-04-29T09:40:38.002Z,0.8360,0.6500,0.2625,0.4172,16,3,0
69f1d21689e1f4ca85016f9b,device-08,2026-04-29T09:40:38.107Z,0.0800,0.0500,0.8000,0.6900,16,3,0
69f1d21689e1f4ca85016f9f,device-09,2026-04-29T09:40:38.213Z,0.0940,0.0500,0.8500,0.6687,16,3,0
69f1d21689e1f4ca85016fa3,device-10,2026-04-29T09:40:38.319Z,0.2500,0.0000,0.7750,0.6583,16,3,0
69f1d21a89e1f4ca85016fa7,device-01,2026-04-29T09:40:42.371Z,0.4940,0.4500,0.3375,0.5728,16,3,0
69f1d21a89e1f4ca85016fab,device-02,2026-04-29T09:40:42.479Z,0.0720,0.0000,0.8375,0.6968,16,3,0
69f1d21a89e1f4ca85016faf,device-03,2026-04-29T09:40:42.584Z,0.2700,0.0500,0.8000,0.6267,16,3,0
69f1d21a89e1f4ca85016fb3,device-04,2026-04-29T09:40:42.690Z,0.3220,0.0500,0.8000,0.6093,16,3,0
69f1d21a89e1f4ca85016fb7,device-05,2026-04-29T09:40:42.798Z,0.2960,0.0500,0.7625,0.6305,16,3,0
69f1d21a89e1f4ca85016fbb,device-06,2026-04-29T09:40:42.905Z,0.7800,0.9000,0.3000,0.3400,16,3,0
69f1d21b89e1f4ca85016fbf,device-07,2026-04-29T09:40:43.011Z,0.8020,0.5000,0.1750,0.5077,16,3,0
69f1d21b89e1f4ca85016fc3,device-08,2026-04-29T09:40:43.117Z,0.1520,0.0500,0.8375,0.6535,16,3,0
69f1d21b89e1f4ca85016fc7,device-09,2026-04-29T09:40:43.226Z,0.7680,0.8500,0.3625,0.3398,16,3,0
69f1d21b89e1f4ca85016fcb,device-10,2026-04-29T09:40:43.332Z,0.1240,0.0000,0.9875,0.6295,16,3,0
69f1d21f89e1f4ca85016fcf,device-01,2026-04-29T09:40:47.372Z,0.3320,0.0500,0.7750,0.6143,16,3,0
69f1d21f89e1f4ca85016fd3,device-02,2026-04-29T09:40:47.480Z,0.0700,0.0000,0.9500,0.6600,16,3,0
69f1d21f89e1f4ca85016fd7,device-03,2026-04-29T09:40:47.586Z,0.1060,0.0000,0.8500,0.6813,16,3,0
69f1d21f89e1f4ca85016fdb,device-04,2026-04-29T09:40:47.692Z,0.1300,0.0000,0.8000,0.6900,16,3,0
69f1d21f89e1f4ca85016fdf,device-05,2026-04-29T09:40:47.798Z,0.0860,0.0500,0.8750,0.6630,16,3,0
69f1d21f89e1f4ca85016fe3,device-06,2026-04-29T09:40:47.904Z,0.0820,0.0000,0.8375,0.6935,16,3,0
69f1d22089e1f4ca85016fe7,device-07,2026-04-29T09:40:48.009Z,0.7820,0.5000,0.2125,0.5018,16,3,0
69f1d22089e1f4ca85016feb,device-08,2026-04-29T09:40:48.115Z,0.1860,0.0500,0.7750,0.6630,16,3,0
69f1d22089e1f4ca85016fef,device-09,2026-04-29T09:40:48.221Z,0.2800,0.0000,0.8500,0.6233,16,3,0
69f1d22089e1f4ca85016ff3,device-10,2026-04-29T09:40:48.327Z,0.2800,0.0000,0.9500,0.5900,16,3,0
69f1d22589e1f4ca85016ff7,device-01,2026-04-29T09:40:53.559Z,0.4160,0.5500,0.2750,0.5863,16,3,0
69f1d22589e1f4ca85016ffb,device-02,2026-04-29T09:40:53.666Z,0.1840,0.0500,0.8625,0.6345,16,3,0
69f1d22589e1f4ca85016fff,device-03,2026-04-29T09:40:53.772Z,0.7160,0.7500,0.1625,0.4572,16,3,0
69f1d22589e1f4ca85017003,device-04,2026-04-29T09:40:53.877Z,0.1120,0.0000,0.9500,0.6460,16,3,0
69f1d22589e1f4ca85017007,device-05,2026-04-29T09:40:53.983Z,0.2880,0.0500,0.8250,0.6123,16,3,0
69f1d22689e1f4ca8501700b,device-06,2026-04-29T09:40:54.088Z,0.1560,0.0000,0.8500,0.6647,16,3,0
69f1d22689e1f4ca8501700f,device-07,2026-04-29T09:40:54.194Z,0.2240,0.0500,0.8250,0.6337,16,3,0
69f1d22689e1f4ca85017013,device-08,2026-04-29T09:40:54.298Z,0.1680,0.0500,0.9625,0.6065,16,3,0
69f1d22689e1f4ca85017017,device-09,2026-04-29T09:40:54.404Z,0.1120,0.0000,0.9375,0.6502,16,3,0
69f1d22689e1f4ca8501701b,device-10,2026-04-29T09:40:54.510Z,0.1480,0.0500,0.9250,0.6257,16,3,0
69f1d22a89e1f4ca8501701f,device-01,2026-04-29T09:40:58.560Z,0.2900,0.0000,0.9500,0.5867,16,3,0
69f1d22a89e1f4ca85017023,device-02,2026-04-29T09:40:58.666Z,0.2180,0.0000,0.9375,0.6148,16,3,0
69f1d22a89e1f4ca85017027,device-03,2026-04-29T09:40:58.771Z,0.0620,0.0500,0.8750,0.6710,16,3,0
69f1d22a89e1f4ca8501702b,device-04,2026-04-29T09:40:58.876Z,0.1200,0.0500,0.9750,0.6183,16,3,0
69f1d22a89e1f4ca8501702f,device-05,2026-04-29T09:40:58.982Z,0.0660,0.0000,0.8125,0.7072,16,3,0
69f1d22b89e1f4ca85017033,device-06,2026-04-29T09:40:59.086Z,0.1580,0.0500,0.8250,0.6557,16,3,0
69f1d22b89e1f4ca85017037,device-07,2026-04-29T09:40:59.193Z,0.8800,0.5000,0.2875,0.4442,16,3,0
69f1d22b89e1f4ca8501703b,device-08,2026-04-29T09:40:59.300Z,0.2380,0.0000,0.7875,0.6582,16,3,0
69f1d22b89e1f4ca8501703f,device-09,2026-04-29T09:40:59.407Z,0.7120,0.8000,0.3625,0.3752,16,3,0
69f1d22b89e1f4ca85017043,device-10,2026-04-29T09:40:59.512Z,0.2080,0.0000,0.7750,0.6723,16,3,0
69f1d22f89e1f4ca85017047,device-01,2026-04-29T09:41:03.565Z,0.2660,0.0000,0.9875,0.5822,16,3,0
69f1d22f89e1f4ca8501704b,device-02,2026-04-29T09:41:03.672Z,0.2820,0.0500,0.7500,0.6393,16,3,0
69f1d22f89e1f4ca8501704f,device-03,2026-04-29T09:41:03.778Z,0.1720,0.0500,0.8375,0.6468,16,3,0
69f1d22f89e1f4ca85017053,device-04,2026-04-29T09:41:03.884Z,0.2520,0.0000,0.8125,0.6452,16,3,0
69f1d22f89e1f4ca85017057,device-05,2026-04-29T09:41:03.991Z,0.2700,0.0500,0.8375,0.6142,16,3,0
69f1d23089e1f4ca8501705b,device-06,2026-04-29T09:41:04.097Z,0.0780,0.0000,0.8125,0.7032,16,3,0
69f1d23089e1f4ca8501705f,device-07,2026-04-29T09:41:04.204Z,0.2900,0.0500,0.8375,0.6075,16,3,0
69f1d23089e1f4ca85017063,device-08,2026-04-29T09:41:04.309Z,0.2420,0.0500,0.9875,0.5735,16,3,0
69f1d23089e1f4ca85017067,device-09,2026-04-29T09:41:04.415Z,0.1860,0.0000,0.9125,0.6338,16,3,0
69f1d23089e1f4ca8501706b,device-10,2026-04-29T09:41:04.520Z,0.2580,0.0000,0.8250,0.6390,16,3,0
69f1d23489e1f4ca8501706f,device-01,2026-04-29T09:41:08.567Z,0.3320,0.0000,0.9000,0.5893,16,3,0
69f1d23489e1f4ca85017073,device-02,2026-04-29T09:41:08.674Z,0.1540,0.0000,0.8250,0.6737,16,3,0
69f1d23489e1f4ca85017077,device-03,2026-04-29T09:41:08.780Z,0.3260,0.0500,0.8000,0.6080,16,3,0
69f1d23489e1f4ca8501707b,device-04,2026-04-29T09:41:08.885Z,0.1880,0.0500,0.9125,0.6165,16,3,0
69f1d23489e1f4ca8501707f,device-05,2026-04-29T09:41:08.991Z,0.0780,0.0500,0.9750,0.6323,16,3,0
69f1d23589e1f4ca85017083,device-06,2026-04-29T09:41:09.098Z,0.7300,0.6500,0.3250,0.4317,16,3,0
69f1d23589e1f4ca85017087,device-07,2026-04-29T09:41:09.204Z,0.2360,0.0500,0.9875,0.5755,16,3,0
69f1d23589e1f4ca8501708b,device-08,2026-04-29T09:41:09.311Z,0.3040,0.0500,0.7750,0.6237,16,3,0
69f1d23589e1f4ca8501708f,device-09,2026-04-29T09:41:09.416Z,0.1940,0.0000,0.9250,0.6270,16,3,0
69f1d23589e1f4ca85017093,device-10,2026-04-29T09:41:09.521Z,0.2080,0.0000,0.8125,0.6598,16,3,0
69f1d23989e1f4ca85017097,device-01,2026-04-29T09:41:13.570Z,0.1440,0.0500,0.9625,0.6145,16,3,0
69f1d23989e1f4ca8501709b,device-02,2026-04-29T09:41:13.676Z,0.3200,0.1000,0.8000,0.5933,16,3,0
69f1d23989e1f4ca8501709f,device-03,2026-04-29T09:41:13.781Z,0.0540,0.0000,0.8500,0.6987,16,3,0
69f1d23989e1f4ca850170a3,device-04,2026-04-29T09:41:13.887Z,0.1160,0.0500,0.8500,0.6613,16,3,0
69f1d23989e1f4ca850170a7,device-05,2026-04-29T09:41:13.993Z,0.2140,0.0000,0.8500,0.6453,16,3,0
69f1d23a89e1f4ca850170ab,device-06,2026-04-29T09:41:14.098Z,0.9400,0.6000,0.1875,0.4242,16,3,0
69f1d23a89e1f4ca850170af,device-07,2026-04-29T09:41:14.204Z,0.2760,0.0000,0.7500,0.6580,16,3,0
69f1d23a89e1f4ca850170b3,device-08,2026-04-29T09:41:14.309Z,0.2620,0.0000,0.8125,0.6418,16,3,0
69f1d23a89e1f4ca850170b7,device-09,2026-04-29T09:41:14.415Z,0.0860,0.0000,0.8000,0.7047,16,3,0
69f1d23a89e1f4ca850170bb,device-10,2026-04-29T09:41:14.520Z,0.2440,0.0000,0.8750,0.6270,16,3,0
69f1d23e89e1f4ca850170bf,device-01,2026-04-29T09:41:18.571Z,0.1360,0.0500,0.9375,0.6255,16,3,0
69f1d23e89e1f4ca850170c3,device-02,2026-04-29T09:41:18.678Z,0.3360,0.1000,0.8875,0.5588,16,3,0
69f1d23e89e1f4ca850170c7,device-03,2026-04-29T09:41:18.784Z,0.1600,0.0500,0.8750,0.6383,16,3,0
69f1d23e89e1f4ca850170cb,device-04,2026-04-29T09:41:18.890Z,0.9100,0.6500,0.2000,0.4133,16,3,0
69f1d23e89e1f4ca850170cf,device-05,2026-04-29T09:41:18.995Z,0.5260,0.7000,0.2375,0.5122,16,3,0
69f1d23f89e1f4ca850170d3,device-06,2026-04-29T09:41:19.100Z,0.0640,0.0000,0.9125,0.6745,16,3,0
69f1d23f89e1f4ca850170d7,device-07,2026-04-29T09:41:19.206Z,0.3320,0.0500,0.8000,0.6060,16,3,0
69f1d23f89e1f4ca850170db,device-08,2026-04-29T09:41:19.311Z,0.1840,0.0500,0.8250,0.6470,16,3,0
69f1d23f89e1f4ca850170df,device-09,2026-04-29T09:41:19.417Z,0.3320,0.0500,0.8000,0.6060,16,3,0
69f1d23f89e1f4ca850170e3,device-10,2026-04-29T09:41:19.523Z,0.5960,0.7000,0.2875,0.4722,16,3,0
69f1d24489e1f4ca850170e7,device-01,2026-04-29T09:41:24.007Z,0.2140,0.0000,0.9875,0.5995,16,3,0
69f1d24489e1f4ca850170eb,device-02,2026-04-29T09:41:24.114Z,0.1440,0.0000,0.7500,0.7020,16,3,0
69f1d24489e1f4ca850170ef,device-03,2026-04-29T09:41:24.222Z,0.4920,0.2500,0.2750,0.6610,16,3,0
69f1d24489e1f4ca850170f3,device-04,2026-04-29T09:41:24.330Z,0.0540,0.0000,0.8500,0.6987,16,3,0
69f1d24489e1f4ca850170f7,device-05,2026-04-29T09:41:24.437Z,0.1460,0.0500,0.8125,0.6638,16,3,0
69f1d24489e1f4ca850170fb,device-06,2026-04-29T09:41:24.543Z,0.2600,0.0000,0.8875,0.6175,16,3,0
69f1d24489e1f4ca850170ff,device-07,2026-04-29T09:41:24.651Z,0.2720,0.0000,0.9500,0.5927,16,3,0
69f1d24489e1f4ca85017103,device-08,2026-04-29T09:41:24.757Z,0.1440,0.0000,0.9625,0.6312,16,3,0
69f1d24489e1f4ca85017107,device-09,2026-04-29T09:41:24.864Z,0.1860,0.0500,0.8000,0.6547,16,3,0
69f1d24489e1f4ca8501710b,device-10,2026-04-29T09:41:24.971Z,0.3240,0.0000,0.8250,0.6170,16,3,0
69f1d24989e1f4ca8501710f,device-01,2026-04-29T09:41:29.011Z,0.3200,0.0000,0.9125,0.5892,16,3,0
69f1d24989e1f4ca85017113,device-02,2026-04-29T09:41:29.117Z,0.2980,0.0500,0.8750,0.5923,16,3,0
69f1d24989e1f4ca85017117,device-03,2026-04-29T09:41:29.222Z,0.5420,0.3000,0.2875,0.6235,16,3,0
69f1d24989e1f4ca8501711b,device-04,2026-04-29T09:41:29.328Z,0.1380,0.0500,0.8250,0.6623,16,3,0
69f1d24989e1f4ca8501711f,device-05,2026-04-29T09:41:29.434Z,0.3080,0.0500,0.7750,0.6223,16,3,0
69f1d24989e1f4ca85017123,device-06,2026-04-29T09:41:29.540Z,0.1540,0.0500,0.9125,0.6278,16,3,0
69f1d24989e1f4ca85017127,device-07,2026-04-29T09:41:29.646Z,0.2480,0.0500,0.8375,0.6215,16,3,0
69f1d24989e1f4ca8501712b,device-08,2026-04-29T09:41:29.751Z,0.6080,0.9000,0.2375,0.4182,16,3,0
69f1d24989e1f4ca8501712f,device-09,2026-04-29T09:41:29.856Z,0.7600,0.4500,0.2625,0.5092,16,3,0
69f1d24989e1f4ca85017133,device-10,2026-04-29T09:41:29.961Z,0.7280,0.4500,0.2375,0.5282,16,3,0
69f1d24e89e1f4ca85017137,device-01,2026-04-29T09:41:34.015Z,0.2280,0.0000,0.7500,0.6740,16,3,0
69f1d24e89e1f4ca8501713b,device-02,2026-04-29T09:41:34.123Z,0.0480,0.0500,0.7500,0.7173,16,3,0
69f1d24e89e1f4ca8501713f,device-03,2026-04-29T09:41:34.229Z,0.2700,0.0000,0.9875,0.5808,16,3,0
69f1d24e89e1f4ca85017143,device-04,2026-04-29T09:41:34.334Z,0.0880,0.0500,0.9500,0.6373,16,3,0
69f1d24e89e1f4ca85017147,device-05,2026-04-29T09:41:34.440Z,0.0860,0.0000,0.9500,0.6547,16,3,0
69f1d24e89e1f4ca8501714b,device-06,2026-04-29T09:41:34.545Z,0.4760,0.3500,0.3375,0.6122,16,3,0
69f1d24e89e1f4ca8501714f,device-07,2026-04-29T09:41:34.650Z,0.0840,0.1000,0.7875,0.6762,16,3,0
69f1d24e89e1f4ca85017153,device-08,2026-04-29T09:41:34.756Z,0.1560,0.0000,0.7625,0.6938,16,3,0
69f1d24e89e1f4ca85017157,device-09,2026-04-29T09:41:34.862Z,0.4940,0.5000,0.3000,0.5687,16,3,0
69f1d24e89e1f4ca8501715b,device-10,2026-04-29T09:41:34.969Z,0.2700,0.0000,0.7875,0.6475,16,3,0
69f1d25389e1f4ca8501715f,device-01,2026-04-29T09:41:39.021Z,0.2100,0.0500,0.7500,0.6633,16,3,0
69f1d25389e1f4ca85017163,device-02,2026-04-29T09:41:39.130Z,0.2180,0.0500,0.8625,0.6232,16,3,0
69f1d25389e1f4ca85017167,device-03,2026-04-29T09:41:39.236Z,0.0560,0.0500,0.8250,0.6897,16,3,0
69f1d25389e1f4ca8501716b,device-04,2026-04-29T09:41:39.342Z,0.2700,0.0500,0.9500,0.5767,16,3,0
69f1d25389e1f4ca8501716f,device-05,2026-04-29T09:41:39.448Z,0.1480,0.0000,0.9750,0.6257,16,3,0
69f1d25389e1f4ca85017173,device-06,2026-04-29T09:41:39.553Z,0.3340,0.0500,0.7875,0.6095,16,3,0
69f1d25389e1f4ca85017177,device-07,2026-04-29T09:41:39.658Z,0.2600,0.0500,0.9625,0.5758,16,3,0
69f1d25389e1f4ca8501717b,device-08,2026-04-29T09:41:39.764Z,0.4400,0.9000,0.2875,0.4575,16,3,0
69f1d25389e1f4ca8501717f,device-09,2026-04-29T09:41:39.869Z,0.9860,0.7000,0.2750,0.3463,16,3,0
69f1d25389e1f4ca85017183,device-10,2026-04-29T09:41:39.975Z,0.3080,0.0500,0.7875,0.6182,16,3,0
69f1d25889e1f4ca85017187,device-01,2026-04-29T09:41:44.024Z,0.2720,0.0500,0.9125,0.5885,16,3,0
69f1d25889e1f4ca8501718b,device-02,2026-04-29T09:41:44.131Z,0.1500,0.0000,0.8625,0.6625,16,3,0
69f1d25889e1f4ca8501718f,device-03,2026-04-29T09:41:44.237Z,0.1700,0.0000,0.7750,0.6850,16,3,0
69f1d25889e1f4ca85017193,device-04,2026-04-29T09:41:44.343Z,0.5060,0.4500,0.1500,0.6313,16,3,0
69f1d25889e1f4ca85017197,device-05,2026-04-29T09:41:44.448Z,0.2700,0.0000,0.9875,0.5808,16,3,0
69f1d25889e1f4ca8501719b,device-06,2026-04-29T09:41:44.553Z,0.5620,0.9500,0.2625,0.4085,16,3,0
69f1d25889e1f4ca8501719f,device-07,2026-04-29T09:41:44.659Z,0.1600,0.0500,0.7625,0.6758,16,3,0
69f1d25889e1f4ca850171a3,device-08,2026-04-29T09:41:44.765Z,0.2660,0.0500,0.9375,0.5822,16,3,0
69f1d25889e1f4ca850171a7,device-09,2026-04-29T09:41:44.870Z,0.6260,0.5000,0.2500,0.5413,16,3,0
69f1d25889e1f4ca850171ab,device-10,2026-04-29T09:41:44.975Z,0.2680,0.0500,0.7750,0.6357,16,3,0
69f1d25d89e1f4ca850171af,device-01,2026-04-29T09:41:49.027Z,0.9300,0.4000,0.3500,0.4400,16,3,0
69f1d25d89e1f4ca850171b3,device-02,2026-04-29T09:41:49.135Z,0.8460,0.7500,0.2375,0.3888,16,3,0
69f1d25d89e1f4ca850171b7,device-03,2026-04-29T09:41:49.238Z,0.2840,0.0000,0.8125,0.6345,16,3,0
69f1d25d89e1f4ca850171bb,device-04,2026-04-29T09:41:49.344Z,0.1140,0.0000,0.8500,0.6787,16,3,0
69f1d25d89e1f4ca850171bf,device-05,2026-04-29T09:41:49.450Z,0.4520,0.4500,0.3125,0.5952,16,3,0
69f1d25d89e1f4ca850171c3,device-06,2026-04-29T09:41:49.556Z,0.7000,0.4500,0.2125,0.5458,16,3,0
69f1d25d89e1f4ca850171c7,device-07,2026-04-29T09:41:49.661Z,0.0560,0.0500,0.7625,0.7105,16,3,0
69f1d25d89e1f4ca850171cb,device-08,2026-04-29T09:41:49.767Z,0.5620,0.9500,0.2500,0.4127,16,3,0
69f1d25d89e1f4ca850171cf,device-09,2026-04-29T09:41:49.873Z,0.1900,0.0500,0.7875,0.6575,16,3,0
69f1d25d89e1f4ca850171d3,device-10,2026-04-29T09:41:49.978Z,0.4240,0.2500,0.2750,0.6837,16,3,0
69f1d26389e1f4ca850171d7,device-01,2026-04-29T09:41:55.666Z,0.2480,0.0500,0.8625,0.6132,16,3,0
69f1d26389e1f4ca850171db,device-02,2026-04-29T09:41:55.773Z,0.3340,0.0500,0.8625,0.5845,16,3,0
69f1d26389e1f4ca850171df,device-03,2026-04-29T09:41:55.879Z,0.2380,0.0500,0.9750,0.5790,16,3,0
69f1d26389e1f4ca850171e3,device-04,2026-04-29T09:41:55.985Z,0.1200,0.0500,0.9875,0.6142,16,3,0
69f1d26489e1f4ca850171e7,device-05,2026-04-29T09:41:56.089Z,0.1940,0.0000,0.9000,0.6353,16,3,0
69f1d26489e1f4ca850171eb,device-06,2026-04-29T09:41:56.195Z,0.3360,0.0500,0.9250,0.5630,16,3,0
69f1d26489e1f4ca850171ef,device-07,2026-04-29T09:41:56.300Z,0.1800,0.0500,0.8375,0.6442,16,3,0
69f1d26489e1f4ca850171f3,device-08,2026-04-29T09:41:56.405Z,0.1940,0.0500,0.7750,0.6603,16,3,0
69f1d26489e1f4ca850171f7,device-09,2026-04-29T09:41:56.511Z,0.3000,0.0500,0.8250,0.6083,16,3,0
69f1d26489e1f4ca850171fb,device-10,2026-04-29T09:41:56.616Z,0.7920,0.5000,0.2875,0.4735,16,3,0
69f1d26889e1f4ca850171ff,device-01,2026-04-29T09:42:00.670Z,0.1120,0.0500,0.8500,0.6627,16,3,0
69f1d26889e1f4ca85017203,device-02,2026-04-29T09:42:00.776Z,0.2500,0.0000,0.8375,0.6375,16,3,0
69f1d26889e1f4ca85017207,device-03,2026-04-29T09:42:00.883Z,0.1920,0.0500,0.9000,0.6193,16,3,0
69f1d26889e1f4ca8501720b,device-04,2026-04-29T09:42:00.989Z,0.1880,0.0500,0.9000,0.6207,16,3,0
69f1d26989e1f4ca8501720f,device-05,2026-04-29T09:42:01.095Z,0.1400,0.0000,0.9750,0.6283,16,3,0
69f1d26989e1f4ca85017213,device-06,2026-04-29T09:42:01.201Z,0.0900,0.0500,0.8750,0.6617,16,3,0
69f1d26989e1f4ca85017217,device-07,2026-04-29T09:42:01.307Z,0.1800,0.0000,0.8625,0.6525,16,3,0
69f1d26989e1f4ca8501721b,device-08,2026-04-29T09:42:01.411Z,0.2340,0.0500,0.7875,0.6428,16,3,0
69f1d26989e1f4ca8501721f,device-09,2026-04-29T09:42:01.518Z,0.0960,0.0500,0.7750,0.6930,16,3,0
